"user_id","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14"
12062,"6","0","3","0","0","3","3","6","0","3|4|7","3|4|5|6","3|6|7","4|5","<freeform-text removed>"
12070,"5","1","3|<freeform-text removed>","0","0","3","4","8","0|1|3","2","1|3|4|5|6","0|3|5|6|7|9","0|5","<freeform-text removed>"
12072,"6","1","0|3","1","0","3","3","9","0|1","6","1","0|2|3|<freeform-text removed>","0|1",""
12073,"6","1","0|1|2|3|<freeform-text removed>","1","0","1","4","8","0|1|2|3","6","0|1|2|3|4|5|6","0|1|3|4|5|6|7|8|9|10|12","0|1|3|4|5","<freeform-text removed>"
12105,"4","0","","0","0","1","3","6","0","0","4|5|6","0|1|2|4|7|8|9|10","0|1|3","<freeform-text removed>"
12107,"5","0","","1","0","1","2","8","0|2","0","2|6","0|1|7","0|1|2|3|4",""
12111,"5","1","0","1","0","1","3","7","0|1|3","1","1|2|3|4|5|6","1|2|3|9","0|1",""
12121,"4","1","0|3","1","0","1","3","8","0|2|3","7","2|4|5|6","0|1|2|3|7|9","0|1|2|3",""
12126,"5","0","","","0","2","4","8","0","7","3|4|6","0|1|2|5|7|9","0",""
12136,"4","0","","0","0","1","3","9","0","7","0|4|6","0|7|8|9|10","2|3","<freeform-text removed>"
12147,"0","0","3","2","0","4","1","5","0","7","3|4|6","0|5|6|9","1|3","<freeform-text removed>"
12151,"6","1","3","0","1","1","6","10","0","4","3","0|1|2|3|4|5|7|8|9|12","0|2|3|5",""
12153,"6","1","0|3","1","0","1","2","6","0","7","4|6","1|2|3|7","4|5","<freeform-text removed>"
12159,"5","1","2|3","1","0","1","6","10","0|2","7","0|1|2|3|4|5|6","0|7|8|12","0|1|2|3",""
12166,"4","0","","0","0","0","6","9","0|1|2|3","0","2|3|4|5|6","0|1|2|3|7|9","0|1|2|3|4|5","<freeform-text removed>"
12168,"6","1","0|1","1","0","2","3","10","0|1","1","1|4|5","0|3|6|12","1|5","<freeform-text removed>"
12177,"6","1","3","1","0","4","2","5","0|1","<freeform-text removed>","0","0","4",""
12190,"5","1","3","1","0","2","4","9","0","7","0|2|3|4|6","0|1|4|5|6|9|10","0|1","<freeform-text removed>"
12202,"2","1","1|3","1","0","3","6","8","0","7","0|1|3","0|6|9|10|11|12","0|1","<freeform-text removed>"
12206,"5","1","0|3","1","0","2","5","7","0|1","7","1|2|3|4","2|6|9","1","<freeform-text removed>"
12214,"4","1","0|3","1","0","1","2","8","0|2","7","2|6","0|1|9","0|3|4",""
12220,"5","0","","0","0","1","3","10","0|1","7","0|5|6","0|3|8|10","0|1|3",""
12239,"6","1","0|2","1","0","1","3","7","0|1|2","1|4","0|2|3|4|6","0|1|2|6|12","0|1|2|3",""
12241,"6","1","2|3","1","0","1","5","9","0|1|3","4","0|1|4","0|2|3|4|7|9","0|3|5","<freeform-text removed>"
12259,"5","0","","0","0","3","1","8","0","7","","0|1|2|3|4|8","",""
12266,"4","1","2|3","1","0","2","3","8","0|1|2|3","4","0|1|2|3|4|5","0|2|5|6|7|8|9|12","0|1","<freeform-text removed>"
12280,"5","1","0|1|2|<freeform-text removed>","1","0","1","3","9","0|3","0","3|4|5|6|<freeform-text removed>","0|2|3|5|7|9","0|1","<freeform-text removed>"
12281,"4","0","","","0","2","3","8","0|1","5","1|4|6","1|3|5|6|7|8|9|<freeform-text removed>","0|1|3",""
12302,"5","1","0","2","0","3","2","8","0|1","2","1|4","0|2|5|6|8|10","1|2",""
12303,"6","0","0|1","1","0","3","5","10","0|1|3","2","0|1|3|4|5|6","0|2|7|8|9","0|3",""
12309,"0","1","3","1","1","2","4","7","0|1","7","1|3|4|6","0|1|2|3","0","<freeform-text removed>"
12325,"2","0","3","1","0","2","2","7","0","7","4|5|6","7|8","1",""
12337,"5","0","0","1","0","1","3","9","0|1","4","1","0|9|12","0|1",""
12341,"5","1","0|3","1","0","2","4","8","0|1|3","4","1|3|4|5|6","0|2|3|5|6|7|8|10","1|3|5","<freeform-text removed>"
12345,"6","1","0|2|3","1","0","1","5","9","0|1|2","7","2|3|4|5|6","0|1|2|3|4|5|6|7|8|9|10|12","0|1|5","<freeform-text removed>"
12347,"4","0","","0","0","4","2","8","0","","3|4|6","0|5|6|9","",""
12355,"5","0","","1","0","2","2","8","0|1|3","2","0|1|3|4|5|6","2|3|4|5|6|7|9","0|1|5",""
12358,"6","1","0|2","1","0","1","4","7","0","7","2|4|5|6","0|1|3|4|7|8|9|10","0|5","<freeform-text removed>"
12359,"5","1","0|3","1","0","2","3","8","0|1","4","0|1|3|4|5|6","0|2|5|6|7|9|<freeform-text removed>","0|1|3","<freeform-text removed>"
12360,"6","1","0|1|2|3","1","0","0","2","10","0|1|2|3","4","0|1|2|3|6","0|1|2|5|6|7","0|1|3",""
12379,"5","1","0|2|3","1","0","2","1","8","0|1","4","0|4|5","0|1|2|3|7|9|10","0|1|3",""
12380,"5","1","0|1|2|3","1","0","5","2","10","0|1","7","0|4|<freeform-text removed>","0|2","0|1|3","<freeform-text removed>"
12381,"6","1","0|1|2|3","1","0","1","6","10","0|1","7","0|3|4|5|6","0|1|2|6|9|10","0|1","<freeform-text removed>"
12384,"4","0","","0","0","0","0","8","0","7","3|4|6","0|1|2|3|7","<freeform-text removed>",""
12389,"1","0","","0","1","0","5","8","0","7","3|4|5|6","0|4|9","5|<freeform-text removed>","<freeform-text removed>"
12397,"5","0","1","1","0","0","4","7","0|2","7","2|5|6","2|3|7|10","0|1|5",""
12419,"5","1","0|1|2|3","1","0","1","2","10","0|1","2","0","0","",""
12423,"6","1","0|3","1","0","3","3","10","0","7","0","2","0",""
12427,"6","1","0|2|3|<freeform-text removed>","1","0","3","2","10","0|1|3","1","0|4|6","0|1|9|<freeform-text removed>","0|1","<freeform-text removed>"
12433,"3","1","0","0","1","4","5","4","0","7","0","5|7|<freeform-text removed>","5","<freeform-text removed>"
12448,"5","1","<freeform-text removed>","1","0","1","4","9","0|2|3","<freeform-text removed>","3|4|5|6","0|1|2|3|7|8|9|10","0|1|<freeform-text removed>","<freeform-text removed>"
12453,"6","1","0","1","0","2","3","8","0","7","4|5|6","2|3|9","0",""
12455,"6","1","3","1","0","3","2","10","0|1","7","0|4|6","0|2|5|6|8","0|1",""
12464,"4","0","0|3","0","0","0","1","8","0","7","4|5|6","0|2|5|8","0","<freeform-text removed>"
12469,"6","0","","0","0","3","2","6","0|1|2","0","1|2|6","0|5|8","0",""
12470,"5","0","","0","1","1","4","10","0|2|3","<freeform-text removed>","2|3|4|5|6","0|1|2|3|4|5|7|8","0|1|3",""
12473,"6","1","0|3","1","0","3","5","9","0|1|3","2","1|3|4|5|6","0|1|2|3|5|6|7","0|1|2|3|5",""
12491,"4","0","","0","0","0","4","7","0|2|3|<freeform-text removed>","7","3|4|5|6","0|1|2|3|4|5|7|8|9|11|12","3",""
12499,"5","0","3","0","0","0","6","7","0|2|3","4","2|4|6","0|1|2|3|4|6|7|8|9|10|11|12","0|1|2|3|4|5","<freeform-text removed>"
12504,"6","0","","","0","3","2","8","1","7","0|1","0|2|5","0",""
12505,"4","1","0|2|3","5","","3","","9","0|1|3","","","","",""
12516,"0","0","","","0","2","3","8","0|3","4","1|4|6","0","0|1",""
12519,"5","1","<freeform-text removed>","1","0","1","3","7","0|1|2|3","3","1|2|3|4|5|6","0|1|2|3|6|7|8|9","0|1|2|5",""
12525,"5","1","1|2","1","0","1","3","8","0|2|3|<freeform-text removed>","0|1|6","2|4|5|6|<freeform-text removed>","0|1|2|3|4|5|7|8|9","1|2|5",""
12535,"6","1","0|1","1","0","2","4","10","0|1|3","0","0|1|3|4|6","0|3","0|1|3|5",""
12538,"6","0","","0","0","1","6","10","0|1|3","4","0|4|6","0|1|4|6|7|10|11|12","0|1|<freeform-text removed>","<freeform-text removed>"
12548,"5","1","0|3","1","0","5","1","6","0|1|3","1","1|3|4|6","0|6|8|9","1|<freeform-text removed>","<freeform-text removed>"
12553,"6","0","","0","0","2","3","10","0|1|3","4","2|3|4|5|6","0|1|3|7|8","3|5",""
12554,"6","1","0","2","1","1","6","7","0|1|3","2","0|3","0|5|6|7|8|12","1|3","<freeform-text removed>"
12574,"5","0","","0","0","1","4","9","0|2","7","0|2|6","0|1|7|9|10","1|3",""
12579,"6","0","","","0","4","2","8","0|1","7","1|4","0|3|6|8|10","3","<freeform-text removed>"
12590,"4","1","0|3","1","0","1","2","7","0|1","7","1|4|5|6","0|3|7|8|9","1",""
12595,"5","1","0|3","1","0","1","4","10","0|3","4","1|2|4|6","0|7|11","0|1|2",""
12600,"6","0","0|1|3","1","0","2","4","6","0|1","7","1|3|4|5|6","0|1|2|3|5|6|7|8|9|10","0|1|2|3|4","<freeform-text removed>"
12602,"5","1","0|3","2","0","3","6","10","0|1|3","0","0|1|3|4|5|6","0|1|2|3|5|6|8|12","0|1|5","<freeform-text removed>"
12604,"6","1","3","1","0","2","5","10","0|1|3","0","0|1|3|4|5|6","0|3|4|5|8","0",""
12617,"5","0","","0","0","2","5","10","0|1","4","0|1|4|6","0|2|5|6|9|10","0",""
12619,"3","1","3","1","0","2","3","10","0|1","2","1|3|4|5|6","0|2|3|5","1|2|3|4",""
12627,"5","1","3","1","0","5","3","10","1","6","1|4","0|2|3|6|<freeform-text removed>","0|1","<freeform-text removed>"
12632,"6","1","0","2","0","3","2","8","0|1","0","0|1|4","0|2|6|8|12","0","<freeform-text removed>"
12634,"2","0","","","1","2","2","7","0|1|2|3","0","1|2|3|4|5|6","0|3|4|6","5",""
12638,"6","1","0|2|3","1","0","1","6","10","0|1|2|3","1","0|1|2|4|5|6","0|2|3|8|9|12","0|1|3|5",""
12649,"6","0","","0","0","5","2","9","0","1","3|4|5|6","0|2|3|5|6","0|1|3","<freeform-text removed>"
12655,"6","1","0|3","1","0","2","3","8","0|1|3","1","1|2|4|5|6","0|2|3|5|6|8|9","0|1|3",""
12660,"1","1","3","1","0","2","4","10","0|1|3","<freeform-text removed>","4|5|6","0|1|2|3|5|6|7|8","0|1|2|4|5","<freeform-text removed>"
12664,"5","1","3","1","0","2","5","10","0|1","<freeform-text removed>","0|1|3|4|5|6","0|2|3|9","0",""
12665,"5","1","0|2","1","0","0","3","9","0","4","2|3|4|5|6","0|1|2|3|7","1|2","<freeform-text removed>"
12671,"5","0","","0","0","1","5","6","0","","3|4|5|6","0|1|3|5|8","1|2",""
12673,"6","1","3","1","0","4","2","10","0|1","1","0|1|4","2|6|7","0","<freeform-text removed>"
12674,"6","1","0|1|2|3","2","0","2","3","10","0|1|3","1","0|5","1|3|8","1|3",""
12676,"5","1","3","1","0","3","3","9","0|1|3","4","1|3|4|5|6","0|2|3|7|9|12","1|4|5","<freeform-text removed>"
12687,"6","0","","0","0","2","3","10","0","1","3|4|5|6","0|1|4|7|8","1|5",""
12690,"5","1","0|2|3","1","0","1","3","6","0|2","<freeform-text removed>","2|4|5|6","0|1|3|8","0","<freeform-text removed>"
12698,"4","1","2","","0","1","2","8","0|2|3","4","","0|1|2","0|3|5",""
12702,"3","0","","0","0","0","3","4","0","7","2|3|4|6","0|1|2|4","0|5","<freeform-text removed>"
12714,"0","1","0","2","0","0","3","9","0","4","4|5|6","0|1|7","0|1",""
12715,"6","1","0|1","1","0","2","3","7","0|1|3","0","3|4|5|6","0|1|2|3|6|7|8|10","0|1|2",""
12717,"0","1","3","1","0","2","1","1","1","1","3","0|1|3|4|5|6|7|8|11","0",""
12719,"5","1","1|3","1","0","1","2","10","0|1|2|3","0","2|3|4|5|6","0|2|3|8","0|1",""
12720,"3","1","0|1|3","2","0","0","3","7","0|2","7","0|2|4|5|6","0|1|2|3|4","0|3|5",""
12723,"5","1","0","1","0","0","3","8","0|2","4","2|4|5|6","0|1|7","0|5",""
12738,"4","1","2","1","0","1","2","7","0","7","<freeform-text removed>","0|2|<freeform-text removed>","1",""
12750,"3","0","","0","0","3","1","8","0|1","4","0|3","6|7|8|9","2","<freeform-text removed>"
12752,"6","1","0|1|2|3|<freeform-text removed>","1","0","1","4","10","0|3","2|<freeform-text removed>","0|4|6","0|8|<freeform-text removed>","1|3","<freeform-text removed>"
12763,"6","1","0|1","3","0","1","5","10","0|1|3","0","0|4|5","0|3|8","1","<freeform-text removed>"
12774,"6","1","3","1","0","5","2","9","0|1","7","0|1|3|4|5|6","0|2|3|6|8|9","0|1|5","<freeform-text removed>"
12776,"0","1","3","1","0","5","2","6","0","7","4|5","0|8","2|3","<freeform-text removed>"
12781,"4","1","0|2|3","1","0","2","3","4","0|1","7","3","0|1|2|7|8","0",""
12782,"6","1","0|3","5","0","2","5","10","0|1|3","0","1|3|4|5|6","0|1|2|3|4|6|7|9|10","0|<freeform-text removed>","<freeform-text removed>"
12791,"3","1","0","1","0","0","2","7","0","7","0|2|4|6","0|2|7|8","1|5",""
12798,"5","0","0|3","1","0","2","2","9","0|3","<freeform-text removed>","0|5|6","1|2|3|8","1|5","<freeform-text removed>"
12807,"6","1","0|1|3","1","0","3","3","9","0|1","7","0|1|4","0|5|7|8","0","<freeform-text removed>"
12815,"5","0","3","1","0","2","3","8","0|1","4","1|4|5","0|1|2|3|5|9","0|1|2|3",""
12821,"4","1","3","1","0","1","6","9","1","7","1","0","3",""
12829,"3","0","","","1","2","2","6","0","7","4|5|6","2|6","",""
12851,"5","1","0|3","2","0","1","6","6","0|1|2","7","0|2","0|1|2|3|7|8","0|1|5",""
12854,"4","1","3","0","0","2","2","1","0","6","4","3","0|1",""
12855,"5","0","","1","1","2","5","9","0|1","1","1|3|4|5|6","0|1|4|6|7|8|9","1|3","<freeform-text removed>"
12858,"5","0","","5","0","2","2","6","0","7","5","5|8","0",""
12865,"6","0","3","1","0","2","2","6","0|1","4","3|4|6","7|9","0|1",""
12867,"6","1","3|<freeform-text removed>","1","0","3","5","10","0|1","7","1|3|4|5|6","0|2|3|4","0|1",""
12873,"0","1","1","1","0","3","2","7","0","1","3|4|5|6","2|3|6|7","0|1|2","<freeform-text removed>"
12882,"6","1","0|1","1","0","2","5","8","0|1|3","0","1|4|5|6","0|1|2|3|4|5|6|7|8","0|1|5",""
12885,"5","1","0|1","2","0","2","4","10","0","0|1","0|3|6","0|1|2|6|7|9","0|1",""
12897,"4","0","","0","0","2","2","7","1","7","1|2|5","0|1|2|3|5|6|7|8","0","<freeform-text removed>"
12899,"5","1","3","1","0","1","6","10","0|1","7","1|3|4|5|6","0|1|2|3|4|5|6|7|8|9|10","0|1|3|5",""
12903,"6","1","0|3","1","0","1","2","7","0|2","4","4","9","0|2","<freeform-text removed>"
12905,"5","1","0|1|3","1","0","3","2","8","0|1","7","1","6|8","0",""
12910,"6","1","0|3","1","0","1","6","7","0|1|3","4","0|1|4|5|6","0|1|2|3|6|9|10","0","<freeform-text removed>"
12916,"6","1","<freeform-text removed>","1","0","1","6","8","0|1|3","1","0|1|3|4|5|6","0|2|3|5|7|8|9","1|3|5","<freeform-text removed>"
12921,"3","1","0","2","0","2","5","6","1","7","0","0","1","<freeform-text removed>"
12926,"6","0","","0","0","1","3","9","0|1|3","<freeform-text removed>","0|1|3|4|6","0|1|2|6|7|10","0",""
12944,"4","1","0","1","1","4","2","6","0|1","7","4|5|6","0|1|2|3|6|8","3",""
12946,"5","1","3","1","0","3","3","8","0|1|3","2","1|4","0","1","<freeform-text removed>"
12952,"5","1","2|<freeform-text removed>","4","0","1","4","9","0|1|2|3","7","0|1|2|3|4|5|6","0|7|8|10|<freeform-text removed>","1|2|3|<freeform-text removed>","<freeform-text removed>"
12957,"4","0","1","0","0","3","3","10","0|1|3","0","4|6","5|6|9","2",""
12968,"6","1","0","1","0","1","6","10","0|1","4","0|1|4|5|6","0|1|2|3|6|7|8|9","0|1|5","<freeform-text removed>"
12969,"5","0","","","0","2","3","8","0|1","7","1|3|4|5","0|2|3|6|7|8|9","1|3",""
12971,"6","1","1","1","0","2","4","8","0|1|2|3","0","1|2|3|4|5|6","0|2|3|5|9","1|5",""
12977,"4","0","","0","1","1","3","8","0","7","3|4|5","0|1|2|3|5|7|8","0|1",""
12978,"4","1","0|2","4","0","0","2","6","0|2|3","7","4|5|6","0|1|7","2",""
12991,"5","0","","","0","1","2","10","0|1|2","2","0|1|2","0|3|6|8","0|1|5","<freeform-text removed>"
12993,"2","1","0|3","5","0","1","5","9","0|3|<freeform-text removed>","1","0|1|4|5|6","0|1|2|3|6|7|8|12","0|1|5",""
12995,"4","0","0","1","0","1","2","8","0|1|3","4","6","0|1|2|3|7|8|9|10","",""
13005,"5","1","0|2|3","1","0","3","2","10","0|1|3","1","1|4|5|6","2|4|6|9","0|1",""
13008,"4","0","","0","0","1","4","9","0","7","3|4|5|6","3|4|5","1",""
13014,"3","0","0","1","0","0","2","7","0","7","6","0|2|3|7|8|9","0|2|5",""
13019,"5","0","","","0","3","2","6","0","<freeform-text removed>","4|6","0|2","0",""
13026,"4","0","","0","0","0","1","9","0|2","2","2|6","0|1|5|7","1|3","<freeform-text removed>"
13027,"3","0","3","1","1","1","1","5","0","","4|5|6","0|3|8","2|3",""
13035,"5","1","0","0","0","1","5","5","0|1","4","0","0|2|6","3","<freeform-text removed>"
13039,"5","1","0|3","1","","3","1","7","0|1","7","0|1|6","0|3|7","0|1",""
13042,"3","1","3","1","0","2","2","7","0|1|3","<freeform-text removed>","0|3|5|6","1|2|3|4|5|6|10","0",""
13054,"5","1","1|3","1","0","2","3","9","0|1|3","0","6","2|5","0","<freeform-text removed>"
13059,"4","1","1|3","5","0","1","2","10","0|1","4","1|3|4|5|6","0|2|7","0|1",""
13067,"5","1","0|1","2","0","1","4","9","0|1|3","0|6","0|4|5|6","0|1|3|5|7","0|1",""
13069,"4","0","<freeform-text removed>","0","0","0","2","7","0","7","6|<freeform-text removed>","0|1|7|8|9","<freeform-text removed>","<freeform-text removed>"
13071,"5","1","0","1","1","2","6","6","0|1","6","4","0|1|2|3|4|5|6|7","0|1|2",""
13077,"6","1","0","1","0","3","1","9","0|1","0","1|4","3|6|7|9","1","<freeform-text removed>"
13082,"6","1","0|3","1","0","2","3","","0|1|3","0","0|1|4|5|6","1|2|3|4|6|7|8","1|5|<freeform-text removed>","<freeform-text removed>"
13083,"5","1","0|2","1","0","1","1","7","0|3","1","1|4|5","3|6|8","0|1",""
13087,"3","1","1|3","1","0","1","3","8","0|3","0","6","0|2|8|9","3|4|5","<freeform-text removed>"
13092,"5","1","0","1","0","4","2","10","0|1","7","1|3|4|6","2|5|6|7","<freeform-text removed>","<freeform-text removed>"
13093,"6","1","3","1","0","4","6","10","0|1|3","0","1|3|4|5|6","2|3|5|8","0|1|5",""
13095,"5","1","3","1","0","1","2","8","0|1|2|3","5","0|1|2|3|4|5|6","0|2","1",""
13103,"5","0","","0","0","0","2","8","0","7","4|5|6","1|3|7|8|10","0|1|5",""
13106,"5","1","0","1","0","1","3","9","0|1","<freeform-text removed>","0|1|4|6","0|3|4|5|8|10","0","<freeform-text removed>"
13107,"4","0","","0","1","1","2","10","0|3","7","2|5|6","0|3|4|5|8","5",""
13110,"5","1","1","1","0","2","1","7","0|1|3","4","1|3|4|6","2|5","1",""
13112,"6","1","0|1|2|3","1","0","1","2","9","0|1","7","0|1|6","0|1|2|5|7|9","0|1|2|<freeform-text removed>","<freeform-text removed>"
13123,"5","0","","","0","2","3","9","0|1","7","1","","",""
13139,"2","1","2|3","4","0","1","2","9","0|2|3","0","2|4|5","2|3|6|8","0|1","<freeform-text removed>"
13149,"5","1","0|1|3","1","0","3","5","10","0|1","0|1","0|1|4","0|2","1|3",""
13151,"0","1","","","0","3","","","","6","","","",""
13170,"4","0","2","1","0","0","2","8","0|1|2|3","7","0|1|2|3|4|5","0|1|2|3|4|5|6|7|8|9|10|11|12","0|1|2|3|4|5",""
13173,"6","1","0|1|2|3","1","0","2","6","10","0|1|3","0","0|1|4|5|6","0|1|2|3","0|1",""
13175,"6","1","0|3","1","1","4","2","9","0|1|3","5","0|3|4|6","0|2|6|8","0|1",""
13192,"6","0","","","0","4","2","6","1","7","1|3|4|5","0|2|3|5|6|<freeform-text removed>","0|4","<freeform-text removed>"
13209,"6","0","","","0","1","0","7","0|1","7","1|3|4|5","0|6|7|8|9","1|3",""
13212,"5","0","2","0","0","1","2","8","0|1","2","4|6","","0",""
13214,"4","0","","0","0","1","2","10","0|2|3","1|2","0|1|2|3|4|5|6","1|3|7","0|1|2|4|5","<freeform-text removed>"
13250,"6","1","0|2|<freeform-text removed>","4","0","0","5","7","0|2","7","","0|1|2","0|1","<freeform-text removed>"
13256,"5","1","3","1","0","1","3","6","0|3","1","2|4|5|6","1|3|7","3|5",""
13259,"6","1","0|3","1","0","3","2","10","0|1","7","0|4|6","0|2","",""
13262,"6","0","","0","0","2","5","8","0|1","7","0|1|4|5|6","0|3|5|6|8|10","3|5","<freeform-text removed>"
13267,"4","1","0|3","1","0","4","3","8","0|1","7","1|3|4","0|6|7|8|9|12","0|1|2","<freeform-text removed>"
13281,"6","0","","0","0","1","4","7","0|1","7","1|2|3|4|5|6","0|1|2|3|6|7|9|10","0|1|3|5","<freeform-text removed>"
13282,"4","0","","","0","5","3","6","0","1","3|4|5","0|12|<freeform-text removed>","0|<freeform-text removed>","<freeform-text removed>"
13290,"5","0","","0","0","1","4","9","0|3","0","3|4|5|6","0|1|3|4|7","0|3|4|5","<freeform-text removed>"
13293,"4","1","0|3","1","0","1","6","8","0|1","7","0|1|3|4|5|6","0|1|2|3|4|7|8|9|10|11","0|3|4|5","<freeform-text removed>"
13303,"6","0","","0","0","1","1","9","0|3|<freeform-text removed>","<freeform-text removed>","2|4|5|6","0|2|3","0|1",""
13308,"6","1","0|3","2","0","1","3","10","0|2|3","4","2|3|4|5|6","0|1|3|5|8|9","1|2|3|4|5","<freeform-text removed>"
13313,"6","0","","","0","1","2","8","0|1|3","0","2|3|4|5|6","0|3|4|5|6|7|8","0|3|5","<freeform-text removed>"
13315,"5","0","3","0","0","1","4","8","0|2|3","7","2|3|4|5|6","0|1|3|4|7|8|9","2|3",""
13319,"","","","","","","","","","","","","",""
13330,"3","1","2","1","0","1","3","6","0","7","0|2|3|4|6","0|1|7","1|3","<freeform-text removed>"
13332,"5","1","0|3","1","0","2","4","10","0|1","7","0|1|4|5|6","0|1|2|3|7|8","0",""
13339,"6","1","1","1","0","2","2","8","0|1|2|3","1","1|2|3|4|6","6","0|1|5",""
13344,"3","1","3","1","0","5","1","5","0","7","1","0|2|8","0|1|2","<freeform-text removed>"
13345,"2","1","1","1","0","1","2","8","0|2","6","2|3|5|6","0|3|7|11","2",""
13346,"6","1","2","1","0","1","2","8","0|2","7","0|2|3|4|5|6","1|2|3|5|8|9","1|3|5",""
13347,"0","1","0","","1","0","0","","<freeform-text removed>","<freeform-text removed>","1","0","0","<freeform-text removed>"
13357,"3","1","0","1","0","1","4","8","0|1|2","7","1|2|4","6|7|8|9","0|1",""
13363,"5","0","","0","0","1","2","9","0|2","7","2|4|5|6","0|1|3|7|9","0|1",""
13378,"3","0","1|3","0","0","5","1","6","0","7","6","1|2|3|7|8|10","0",""
13382,"4","0","","1","0","0","2","8","0|3","7","2|3|4|5|6","0|1|2|3|8|9|10|11","0|1",""
13387,"0","1","0|3","2","0","2","2","9","0|1","1","1|6","0|2|9","0|1",""
13392,"3","1","3","1","0","4","2","7","0|1|3","4","0|5|6","2|3|5|6|10","0|4","<freeform-text removed>"
13397,"4","0","","0","0","1","2","10","0","7","5|6","1|3|5|7","0",""
13404,"5","0","","0","0","1","1","","0|2","","4","3|4|7|12","5",""
13410,"6","0","1","1","0","1","6","10","0|1|3","1","0|1|5","0|3","1|3|5",""
13413,"5","0","0","0","0","1","5","9","0|1|3","4","0|1|4|5|6","0|1|3|7|8|9","0|5",""
13430,"6","0","","0","0","2","3","8","0|1","7","1|4|5|6","0|3|9","1",""
13431,"","","","","","","","","","","","","",""
13435,"6","1","1","3","0","3","5","10","0|1","1","1","2|5|12","1|5","<freeform-text removed>"
13447,"6","1","2","1","0","1","2","6","0|3","4","2|4|5|6","1|3|7|8|9","0|3|5",""
13450,"5","0","","0","0","1","6","10","0|1","","0|1|3|4|5|6","0|1|2|3|5|6|7|8|9|10","0|1|2|3|5","<freeform-text removed>"
13453,"5","1","3","1","0","2","2","9","0|1","1","1|4|5|6","0|1|2|3|6|8|9","0|2",""
13454,"4","1","0|2","1","0","1","3","2","0|3","4","3","2|3|7|8|9","1|3|5",""
13456,"4","0","2|3","0","0","1","6","7","0|3","7","","0|1|3|7|9|10","3|5",""
13460,"6","1","2|3","1","0","3","6","10","0|1|3","0|1|2","1|3|4|5","0|1|2|3|4|7|8|9","0|1|3",""
13465,"5","1","0|1|2|3","2","","0","","7","0","7","3|4|5|6","0|3|4|7","0|2|4|5",""
13470,"6","1","","1","0","2","6","9","0|1|2","","0|1|2|3|4|5|6","0|1|2|3|4|5|6|7|8|9|12","0|1",""
13474,"5","1","2","1","0","2","3","9","0|1|3","3","0|1|2|6","0|7|8|9","0|1","<freeform-text removed>"
13486,"6","1","0","2","0","1","5","8","0|1","0","0|1|4|5|6","0|2|3|8","1",""
13494,"5","1","0|3","1","0","1","4","10","0|1|2|3","1","0|1|2|3|4|5|6","0|2|3|5|6|10","0|1|3","<freeform-text removed>"
13502,"6","0","","0","0","1","2","10","0|1","7","0|3|4","0|1|2|7|8|9","1|4",""
13507,"6","1","0|2|3","1","0","1","5","10","0|1|3","2","0|1|3|4|5|6","0|1|2|3|8|9","0|1|3|5",""
13512,"6","1","0|3","1","0","3","2","10","0|1","7","0|1|3|4|5","0|3|6|8|12","0|1","<freeform-text removed>"
13513,"3","0","","0","0","0","2","8","0|1|3","<freeform-text removed>","4|5|6","1|3|5","0|4",""
13516,"3","0","","0","0","1","2","5","0","7","4|5|6","8|9","0","<freeform-text removed>"
13520,"5","1","3","1","0","4","1","","0|1","2","3|4","2","0",""
13529,"6","1","0|1","1","0","2","6","10","0|1|2","7","0|1|2|3|4|5|6","0|1|2|3|6|7|8|9","0|1|3|5","<freeform-text removed>"
13532,"0","1","1","1","0","1","3","8","0|2","7|<freeform-text removed>","2|3|4|5|6","0|1|2|3|4","0|1|5","<freeform-text removed>"
13535,"6","1","<freeform-text removed>","1","0","1","3","8","0|2","7","2|3|4|5|6","0|2|4|7|8|9","1|3","<freeform-text removed>"
13536,"5","0","","0","0","2","5","6","0","0","3|4|5|6","0|1|3|7|8|9|10","0|1",""
13537,"6","1","0","1","0","1","0","5","0","7","0|2|4|5|6","3|7|8|12","0|1|5",""
13549,"6","1","0|2|3","1","0","1","2","7","0|3","2","3|5|6","0|2|3|5|7|8","0|1","<freeform-text removed>"
13550,"6","0","","0","0","1","4","8","0|2","7","2|3|4|5|6","0|2|3|4|5|6|7|9","1|3",""
13556,"6","1","0|3","1","0","3","3","10","0|1|3","0","","0|2|8","0|1",""
13562,"6","1","0","2","0","1","4","8","0|2|3","0","0|2|3|4|5|6","0|1|3|5|7|8|9","1|3",""
13564,"6","1","0|1|<freeform-text removed>","2","0","4","6","10","0","<freeform-text removed>","3|4|5|6","0|1|2|3|8|12","0|1|5","<freeform-text removed>"
13567,"6","0","","1","0","2","4","6","1|3","<freeform-text removed>","0|3|4|5|6","0|1|2|3|4|7|8","0|1|2|4|5","<freeform-text removed>"
13579,"5","1","0","1","0","2","4","8","0","7","3|4","0|1|3|7|8","1|3","<freeform-text removed>"
13586,"4","0","","0","0","3","5","7","0|1","4","1|4|6","<freeform-text removed>","3",""
13587,"6","0","0","1","0","1","2","8","0|3","0","3|6","<freeform-text removed>","1|<freeform-text removed>","<freeform-text removed>"
13593,"0","0","0","1","0","0","2","8","0","7","0","1","1|5",""
13595,"6","1","0|3|<freeform-text removed>","1","0","5","1","6","0","2","","0|3|6","0|2","<freeform-text removed>"
